Date,JPM,JPM_tradable,BAC,BAC_tradable,WFC,WFC_tradable,C,C_tradable,GS,GS_tradable,MS,MS_tradable,USB,USB_tradable,PNC,PNC_tradable,HSBA.L,HSBA.L_tradable,BARC.L,BARC.L_tradable,LLOY.L,LLOY.L_tradable,NWG.L,NWG.L_tradable,STAN.L,STAN.L_tradable,BNP.PA,BNP.PA_tradable,GLE.PA,GLE.PA_tradable,SAN.MC,SAN.MC_tradable,BBVA.MC,BBVA.MC_tradable,ISP.MI,ISP.MI_tradable,UCG.MI,UCG.MI_tradable,DBK.DE,DBK.DE_tradable,CBK.DE,CBK.DE_tradable,INGA.AS,INGA.AS_tradable,UBSG.SW,UBSG.SW_tradable,8316.T,8316.T_tradable,8308.T,8308.T_tradable
2011-11-02,22.7680110931,True,5.2127561569,True,16.9391250610,True,21.9266414642,True,81.0671691895,True,11.9183168411,True,15.8021059036,True,34.1132659912,True,536.5685424805,True,166.6333160400,True,29.0688495636,True,247.8021392822,True,1347.2227783203,True,14.3631973267,True,10.1676692963,True,2.5991415977,True,2.7870092392,True,0.4829310179,True,17.4808235168,True,19.0709819794,True,15.0829296112,True,3.0094363689,True,6.6271557808,True,397.1740112305,True,213.9309234619,True
2011-11-03,23.2688484192,True,5.3601393700,True,17.2601242065,True,22.6325321198,True,82.2510757446,True,12.0534286499,True,15.9831628799,True,34.6385841370,True,536.7669067383,True,169.8077850342,True,28.7652740479,True,244.3723144531,True,1355.7554931641,True,15.4446096420,True,10.7540454865,True,2.6304886341,True,2.8475863934,True,0.5006920099,True,18.2375202179,True,19.4868755341,True,15.9087696075,True,3.2909567356,True,6.6884608269,True,397.1740112305,False,213.9309234619,False
2011-11-04,22.9913597107,True,5.0343422890,True,16.9859447479,True,22.3089962006,True,80.2345428467,True,11.8898715973,True,15.9394598007,True,34.1586685181,True,535.7748413086,True,168.8876190186,True,28.4318370819,True,247.4805908203,True,1339.1643066406,True,14.9413986206,True,10.3554258347,True,2.6080973148,True,2.7689266205,True,0.4765878618,True,17.0421524048,True,18.8780136108,True,14.9014253616,True,3.1962287426,True,6.6823306084,True,400.8789978027,True,213.9309234619,True
2011-11-05,22.9913597107,False,5.0343422890,False,16.9859447479,False,22.3089962006,False,80.2345428467,False,11.8898715973,False,15.9394598007,False,34.1586685181,False,535.7748413086,False,168.8876190186,False,28.4318370819,False,247.4805908203,False,1339.1643066406,False,14.9413986206,False,10.3554258347,False,2.6080973148,False,2.7689266205,False,0.4765878618,False,17.0421524048,False,18.8780136108,False,14.9014253616,False,3.1962287426,False,6.6823306084,False,400.8789978027,False,213.9309234619,False
2011-11-06,22.9913597107,False,5.0343422890,False,16.9859447479,False,22.3089962006,False,80.2345428467,False,11.8898715973,False,15.9394598007,False,34.1586685181,False,535.7748413086,False,168.8876190186,False,28.4318370819,False,247.4805908203,False,1339.1643066406,False,14.9413986206,False,10.3554258347,False,2.6080973148,False,2.7689266205,False,0.4765878618,False,17.0421524048,False,18.8780136108,False,14.9014253616,False,3.1962287426,False,6.6823306084,False,400.8789978027,False,213.9309234619,False
2011-11-07,23.1740951538,True,5.0033125877,True,16.9993133545,True,22.4634056091,True,80.6394042969,True,12.0320968628,True,16.1642227173,True,34.8655738831,True,530.8139648438,True,165.0231323242,True,27.5609111786,True,238.4773712158,True,1322.0985107422,True,14.8881797791,True,10.1070137024,True,2.5445072651,True,2.7436103821,True,0.4901199341,True,17.3601913452,True,18.7648887634,True,14.9014253616,True,3.0711686611,True,6.7436366081,True,401.9905700684,True,213.3249206543,True
2011-11-08,23.7020187378,True,5.0653710365,True,17.7416172028,True,23.1031246185,True,82.9385986328,True,12.3165435791,True,16.4014682770,True,35.3843994141,True,533.2943115234,True,167.4614410400,True,28.7652740479,True,239.3348693848,True,1340.5861816406,True,15.1542959213,True,10.8407001495,True,2.5570464134,True,2.7485842705,True,0.5074581504,True,17.7220878601,True,18.9911365509,True,14.5293426514,True,3.2334825993,True,6.8601160049,True,392.5428161621,True,210.9007873535,True
2011-11-09,22.0235118866,True,4.7783603668,True,16.7117614746,True,21.2134075165,True,76.1327056885,True,11.2072029114,True,15.6772375107,True,33.6009178162,True,502.3384094238,True,158.3149719238,True,27.4016590118,True,226.0443572998,True,1305.5072021484,True,14.8446340561,True,10.5142965317,True,2.4956943989,True,2.6762523651,True,0.4858911633,True,16.5157604218,True,18.1626834869,True,13.6399755478,True,2.9503657818,True,6.6762003899,True,394.5804748535,True,213.9309234619,True
2011-11-10,22.1588802338,True,4.6775183678,True,16.7719478607,True,21.0516319275,True,76.0028381348,True,11.2783107758,True,16.0081367493,True,34.1456909180,True,493.0616149902,True,156.4286193848,True,27.0433349609,True,226.2587432861,True,1317.8322753906,True,14.7623758316,True,10.4565248489,True,2.4965906143,True,2.6631419659,True,0.4985776246,True,17.1627883911,True,18.2325553894,True,13.8124036789,True,3.0174200535,True,6.5597195625,True,376.0556945801,True,212.1128540039,True
2011-11-11,22.5243549347,True,4.8171439171,True,17.1531219482,True,21.5663414001,True,77.6527481079,True,11.6338710785,True,16.1954364777,True,34.9369010925,True,499.3619079590,True,164.6180877686,True,28.7005748749,True,240.7282257080,True,1329.2091064453,True,15.5970239639,True,10.8926963806,True,2.6004848480,True,2.7901737690,True,0.5425572991,True,18.0949535370,True,19.2972297668,True,14.6019449234,True,3.1509945393,True,6.7497682571,True,374.5736999512,True,208.4766540527,True
2011-11-12,22.5243549347,False,4.8171439171,False,17.1531219482,False,21.5663414001,False,77.6527481079,False,11.6338710785,False,16.1954364777,False,34.9369010925,False,499.3619079590,False,164.6180877686,False,28.7005748749,False,240.7282257080,False,1329.2091064453,False,15.5970239639,False,10.8926963806,False,2.6004848480,False,2.7901737690,False,0.5425572991,False,18.0949535370,False,19.2972297668,False,14.6019449234,False,3.1509945393,False,6.7497682571,False,374.5736999512,False,208.4766540527,False
2011-11-13,22.5243549347,False,4.8171439171,False,17.1531219482,False,21.5663414001,False,77.6527481079,False,11.6338710785,False,16.1954364777,False,34.9369010925,False,499.3619079590,False,164.6180877686,False,28.7005748749,False,240.7282257080,False,1329.2091064453,False,15.5970239639,False,10.8926963806,False,2.6004848480,False,2.7901737690,False,0.5425572991,False,18.0949535370,False,19.2972297668,False,14.6019449234,False,3.1509945393,False,6.7497682571,False,374.5736999512,False,208.4766540527,False
2011-11-14,22.0302791595,True,4.6930317879,True,16.7853202820,True,20.8678112030,True,75.8424301147,True,11.3209819794,True,15.9082403183,True,34.2494735718,True,500.7508850098,True,160.1552429199,True,28.2427196503,True,235.1548156738,True,1286.0715332031,True,15.3938045502,True,10.7598218918,True,2.5301764011,True,2.6997601986,True,0.5201445818,True,16.9763545990,True,19.0576725006,True,14.4022903442,True,3.0184836388,True,6.7129836082,True,382.7246398926,True,209.6887054443,True
2011-11-15,22.1318054199,True,4.7550873756,True,16.9123859406,True,20.6031036377,True,76.1938018799,True,11.3280906677,True,15.9332113266,True,34.7682991028,True,497.3775329590,True,157.5328369141,True,27.1727313995,True,227.5449066162,True,1285.5979003906,True,14.5059337616,True,10.1994447708,True,2.4665873051,True,2.6220045090,True,0.5150700808,True,16.2196578979,True,18.6018619537,True,13.9939079285,True,2.8524463177,True,6.5168042183,True,387.9116821289,True,207.8705749512,True
2011-11-16,21.2993278503,True,4.5766749382,True,16.6783218384,True,19.7501506805,True,73.0238265991,True,10.4249706268,True,15.8832664490,True,34.2559471130,True,490.9781188965,True,158.7290344238,True,26.8144149780,True,226.1515197754,True,1260.9473876953,True,14.4502906799,True,10.1878910065,True,2.5104727745,True,2.6685671806,True,0.5184530616,True,16.4499549866,True,18.8647041321,True,13.8759298325,True,2.9200322628,True,6.6210260391,True,388.8378295898,True,207.2646026611,True
