Date,USD,USD_tradable,EURUSD,EURUSD_tradable,GBPUSD,GBPUSD_tradable,JPYUSD,JPYUSD_tradable,CHFUSD,CHFUSD_tradable
2000-04-07,1.0000000000,True,,False,,False,0.0094831677,True,,False
2000-04-08,1.0000000000,True,,False,,False,0.0094831677,False,,False
2000-04-09,1.0000000000,True,,False,,False,0.0094831677,False,,False
2000-04-10,1.0000000000,True,,False,,False,0.0093931994,True,,False
2000-04-11,1.0000000000,True,,False,,False,0.0093632956,True,,False
2000-04-12,1.0000000000,True,,False,,False,0.0094562648,True,,False
2000-04-13,1.0000000000,True,,False,,False,0.0094526892,True,,False
2000-04-14,1.0000000000,True,,False,,False,0.0095456279,True,,False
2000-04-15,1.0000000000,True,,False,,False,0.0095456279,False,,False
2000-04-16,1.0000000000,True,,False,,False,0.0095456279,False,,False
2000-04-17,1.0000000000,True,,False,,False,0.0095611438,True,,False
2000-04-18,1.0000000000,True,,False,,False,0.0095547484,True,,False
2000-04-19,1.0000000000,True,,False,,False,0.0095374346,True,,False
2000-04-20,1.0000000000,True,,False,,False,0.0094598430,True,,False
2000-04-21,1.0000000000,True,,False,,False,0.0094517956,True,,False
2000-04-22,1.0000000000,True,,False,,False,0.0094517956,False,,False
2000-04-23,1.0000000000,True,,False,,False,0.0094517956,False,,False
2000-04-24,1.0000000000,True,,False,,False,0.0094616329,True,,False
2000-04-25,1.0000000000,True,,False,,False,0.0094224067,True,,False
2000-04-26,1.0000000000,True,,False,,False,0.0094215188,True,,False
2000-04-27,1.0000000000,True,,False,,False,0.0094002635,True,,False
2000-04-28,1.0000000000,True,,False,,False,0.0092464169,True,,False
2000-04-29,1.0000000000,True,,False,,False,0.0092464169,False,,False
2000-04-30,1.0000000000,True,,False,,False,0.0092464169,False,,False
2000-05-01,1.0000000000,True,,False,,False,0.0092055604,True,,False
2000-05-02,1.0000000000,True,,False,,False,0.0092208394,True,,False
2000-05-03,1.0000000000,True,,False,,False,0.0091768376,True,,False
2000-05-04,1.0000000000,True,,False,,False,0.0092592593,True,,False
2000-05-05,1.0000000000,True,,False,,False,0.0092097991,True,,False
2000-05-06,1.0000000000,True,,False,,False,0.0092097991,False,,False
2000-05-07,1.0000000000,True,,False,,False,0.0092097991,False,,False
2000-05-08,1.0000000000,True,,False,,False,0.0091617039,True,,False
2000-05-09,1.0000000000,True,,False,,False,0.0091650627,True,,False
2000-05-10,1.0000000000,True,,False,,False,0.0091449475,True,,False
2000-05-11,1.0000000000,True,,False,,False,0.0092267948,True,,False
2000-05-12,1.0000000000,True,,False,,False,0.0092319055,True,,False
2000-05-13,1.0000000000,True,,False,,False,0.0092319055,False,,False
2000-05-14,1.0000000000,True,,False,,False,0.0092319055,False,,False
2000-05-15,1.0000000000,True,,False,,False,0.0091608645,True,,False
