Date,strategy,weight_sum
2007-05-16,gaussian,1
2007-05-17,gaussian,1.0000000000000007
2007-05-18,gaussian,1.0000000000000004
2007-05-21,gaussian,1
2007-05-22,gaussian,1.0000000000000002
2007-05-23,gaussian,1.0000000000000002
2007-05-24,gaussian,1
2007-05-25,gaussian,0.99999999999999989
2007-05-28,gaussian,1.0000000000000007
2007-05-29,gaussian,1.0000000000000004
2007-05-30,gaussian,1.0000000000000004
2007-05-31,gaussian,0.99999999999999967
2007-06-01,gaussian,1
2007-06-04,gaussian,1.0000000000000002
2007-06-05,gaussian,0.99999999999999989
2007-06-06,gaussian,0.99999999999999989
2007-06-07,gaussian,1.0000000000000004
2007-06-08,gaussian,1.0000000000000004
2007-06-11,gaussian,1.0000000000000002
2007-06-12,gaussian,1
2007-06-13,gaussian,1.0000000000000002
2007-06-14,gaussian,1.0000000000000002
2007-06-15,gaussian,1
2007-06-18,gaussian,0.99999999999999978
2007-06-19,gaussian,1
2007-06-20,gaussian,1
2007-06-21,gaussian,0.99999999999999989
2007-06-22,gaussian,1
2007-06-25,gaussian,1
2007-06-26,gaussian,1
2007-06-27,gaussian,1.0000000000000007
2007-06-28,gaussian,1
2007-06-29,gaussian,1.0000000000000002
2007-07-02,gaussian,1
2007-07-03,gaussian,1.0000000000000002
2007-07-04,gaussian,1.0000000000000002
2007-07-05,gaussian,1
2007-07-06,gaussian,1.0000000000000004
2007-07-09,gaussian,1
2007-07-10,gaussian,1.0000000000000007
2007-07-11,gaussian,0.99999999999999978
2007-07-12,gaussian,1
2007-07-13,gaussian,1
2007-07-16,gaussian,1.0000000000000002
2007-07-17,gaussian,1.0000000000000002
2007-07-18,gaussian,1
2007-07-19,gaussian,1
2007-07-20,gaussian,1
2007-07-23,gaussian,1
2007-07-24,gaussian,1.0000000000000002
2007-07-25,gaussian,1.0000000000000002
2007-07-26,gaussian,1.0000000000000002
2007-07-27,gaussian,1.0000000000000007
2007-07-30,gaussian,1.0000000000000002
2007-07-31,gaussian,1
2007-08-01,gaussian,0.99999999999999989
2007-08-02,gaussian,0.99999999999999811
2007-08-03,gaussian,1.0000000000000002
2007-08-06,gaussian,1.0000000000000004
2007-08-07,gaussian,1.0000000000000002
2007-08-08,gaussian,1.0000000000000002
2007-08-09,gaussian,1
2007-08-10,gaussian,1.0000000000000002
2007-08-13,gaussian,1
2007-08-14,gaussian,0.99999999999999978
2007-08-15,gaussian,1.0000000000000004
2007-08-16,gaussian,1
2007-08-17,gaussian,1
2007-08-20,gaussian,1.0000000000000004
2007-08-21,gaussian,1
2007-08-22,gaussian,0.99999999999999989
2007-08-23,gaussian,1.0000000000000004
2007-08-24,gaussian,1.0000000000000002
2007-08-27,gaussian,0.99999999999999978
2007-08-28,gaussian,0.99999999999999867
2007-08-29,gaussian,1.0000000000000002
2007-08-30,gaussian,0.99999999999999989
2007-08-31,gaussian,0.99999999999999967
2007-09-03,gaussian,1.0000000000000002
2007-09-04,gaussian,1.0000000000000002
