strategy,mean_daily,vol_daily,sharpe_annualized,cumulative_return,max_drawdown,n_days
gaussian,0.00066571640220575081,0.015726415837789224,0.67198529993112621,37.30050258708463,-0.59321253869649715,5476
linear,0.00084232500283447191,0.01547150161294185,0.86426613382928086,99.742898855764764,-0.5760017147142098,5476
polynomial,0.0007142861946210265,0.015486473597997199,0.73218358870478606,48.970418569892772,-0.60820367764336758,5476
