Date,strategy,block,ticker,weight,tradable,mve_gamma,optimizer_success,optimizer_message,allocation_method
2005-01-03,gaussian,1,8308.T,0.035000570419451253,False,0.01,True,batch_projected_gradient_converged,constrained_regularized_mve
2005-01-03,gaussian,1,8316.T,0.035255505236609086,False,0.01,True,batch_projected_gradient_converged,constrained_regularized_mve
2005-01-03,gaussian,1,BAC,0.042965911295605605,False,0.01,True,batch_projected_gradient_converged,constrained_regularized_mve
2005-01-03,gaussian,1,BARC.L,0.042245375210684208,False,0.01,True,batch_projected_gradient_converged,constrained_regularized_mve
2005-01-03,gaussian,1,BBVA.MC,0.038039240860364344,False,0.01,True,batch_projected_gradient_converged,constrained_regularized_mve
2005-01-03,gaussian,1,BNP.PA,0.037944121238130346,False,0.01,True,batch_projected_gradient_converged,constrained_regularized_mve
2005-01-03,gaussian,1,C,0.037080184204477964,False,0.01,True,batch_projected_gradient_converged,constrained_regularized_mve
2005-01-03,gaussian,1,CBK.DE,0.039772619174320914,False,0.01,True,batch_projected_gradient_converged,constrained_regularized_mve
2005-01-03,gaussian,1,DBK.DE,0.037659897864443681,False,0.01,True,batch_projected_gradient_converged,constrained_regularized_mve
2005-01-03,gaussian,1,GLE.PA,0.039145095938395318,False,0.01,True,batch_projected_gradient_converged,constrained_regularized_mve
2005-01-03,gaussian,1,GS,0.038749664225104695,False,0.01,True,batch_projected_gradient_converged,constrained_regularized_mve
2005-01-03,gaussian,1,HSBA.L,0.042468270922322936,False,0.01,True,batch_projected_gradient_converged,constrained_regularized_mve
2005-01-03,gaussian,1,INGA.AS,0.038399959569525861,False,0.01,True,batch_projected_gradient_converged,constrained_regularized_mve
2005-01-03,gaussian,1,ISP.MI,0.042767335362116417,False,0.01,True,batch_projected_gradient_converged,constrained_regularized_mve
2005-01-03,gaussian,1,JPM,0.036540756790070378,False,0.01,True,batch_projected_gradient_converged,constrained_regularized_mve
2005-01-03,gaussian,1,LLOY.L,0.042011022797681041,False,0.01,True,batch_projected_gradient_converged,constrained_regularized_mve
2005-01-03,gaussian,1,MS,0.037297708198133633,False,0.01,True,batch_projected_gradient_converged,constrained_regularized_mve
2005-01-03,gaussian,1,NWG.L,0.042060028551654964,False,0.01,True,batch_projected_gradient_converged,constrained_regularized_mve
2005-01-03,gaussian,1,PNC,0.044121850840895538,False,0.01,True,batch_projected_gradient_converged,constrained_regularized_mve
2005-01-03,gaussian,1,SAN.MC,0.037813569463622514,False,0.01,True,batch_projected_gradient_converged,constrained_regularized_mve
2005-01-03,gaussian,1,STAN.L,0.041410766106562781,False,0.01,True,batch_projected_gradient_converged,constrained_regularized_mve
2005-01-03,gaussian,1,UBSG.SW,0.041523491425152693,False,0.01,True,batch_projected_gradient_converged,constrained_regularized_mve
2005-01-03,gaussian,1,UCG.MI,0.049254364694169085,False,0.01,True,batch_projected_gradient_converged,constrained_regularized_mve
2005-01-03,gaussian,1,USB,0.040919452330364078,False,0.01,True,batch_projected_gradient_converged,constrained_regularized_mve
2005-01-03,gaussian,1,WFC,0.03955323728014086,False,0.01,True,batch_projected_gradient_converged,constrained_regularized_mve
2005-01-04,gaussian,1,8308.T,0.054540835206942841,True,0.01,True,batch_projected_gradient_converged,constrained_regularized_mve
2005-01-04,gaussian,1,8316.T,0.056367483246586643,True,0.01,True,batch_projected_gradient_converged,constrained_regularized_mve
2005-01-04,gaussian,1,BAC,0.053925294978191256,True,0.01,True,batch_projected_gradient_converged,constrained_regularized_mve
2005-01-04,gaussian,1,BARC.L,0.016868440505489309,True,0.01,True,batch_projected_gradient_converged,constrained_regularized_mve
2005-01-04,gaussian,1,BBVA.MC,0.060569175253036227,True,0.01,True,batch_projected_gradient_converged,constrained_regularized_mve
2005-01-04,gaussian,1,BNP.PA,0.036996956517461335,True,0.01,True,batch_projected_gradient_converged,constrained_regularized_mve
2005-01-04,gaussian,1,C,0.041012896761708065,True,0.01,True,batch_projected_gradient_converged,constrained_regularized_mve
2005-01-04,gaussian,1,CBK.DE,0.052466298726964601,True,0.01,True,batch_projected_gradient_converged,constrained_regularized_mve
2005-01-04,gaussian,1,DBK.DE,0.059583500766123502,True,0.01,True,batch_projected_gradient_converged,constrained_regularized_mve
2005-01-04,gaussian,1,GLE.PA,0.023841026772711736,True,0.01,True,batch_projected_gradient_converged,constrained_regularized_mve
2005-01-04,gaussian,1,GS,0.035198480470147363,True,0.01,True,batch_projected_gradient_converged,constrained_regularized_mve
2005-01-04,gaussian,1,HSBA.L,0.026752254058182948,True,0.01,True,batch_projected_gradient_converged,constrained_regularized_mve
2005-01-04,gaussian,1,INGA.AS,0.053635158139866759,True,0.01,True,batch_projected_gradient_converged,constrained_regularized_mve
2005-01-04,gaussian,1,ISP.MI,0.048032074480138187,True,0.01,True,batch_projected_gradient_converged,constrained_regularized_mve
2005-01-04,gaussian,1,JPM,0.044486724180760211,True,0.01,True,batch_projected_gradient_converged,constrained_regularized_mve
2005-01-04,gaussian,1,LLOY.L,0.018825970262215538,True,0.01,True,batch_projected_gradient_converged,constrained_regularized_mve
2005-01-04,gaussian,1,MS,0.045316452960672646,True,0.01,True,batch_projected_gradient_converged,constrained_regularized_mve
2005-01-04,gaussian,1,NWG.L,0.017957442752227083,True,0.01,True,batch_projected_gradient_converged,constrained_regularized_mve
2005-01-04,gaussian,1,PNC,0.038059186641346214,True,0.01,True,batch_projected_gradient_converged,constrained_regularized_mve
2005-01-04,gaussian,1,SAN.MC,0.053925222173370049,True,0.01,True,batch_projected_gradient_converged,constrained_regularized_mve
2005-01-04,gaussian,1,STAN.L,0.014669522360639183,True,0.01,True,batch_projected_gradient_converged,constrained_regularized_mve
2005-01-04,gaussian,1,UBSG.SW,0.05840677482313926,True,0.01,True,batch_projected_gradient_converged,constrained_regularized_mve
2005-01-04,gaussian,1,UCG.MI,0.043087495961297739,True,0.01,True,batch_projected_gradient_converged,constrained_regularized_mve
2005-01-04,gaussian,1,USB,0.03065841285874734,True,0.01,True,batch_projected_gradient_converged,constrained_regularized_mve
2005-01-04,gaussian,1,WFC,0.014816919142033889,True,0.01,True,batch_projected_gradient_converged,constrained_regularized_mve
2005-01-05,gaussian,1,8308.T,0.067098275869927351,True,0.01,True,batch_projected_gradient_converged,constrained_regularized_mve
2005-01-05,gaussian,1,8316.T,0.039737837847641427,True,0.01,True,batch_projected_gradient_converged,constrained_regularized_mve
2005-01-05,gaussian,1,BAC,0.051667904815837475,True,0.01,True,batch_projected_gradient_converged,constrained_regularized_mve
2005-01-05,gaussian,1,BARC.L,0.038675927974472085,True,0.01,True,batch_projected_gradient_converged,constrained_regularized_mve
2005-01-05,gaussian,1,BBVA.MC,0.039108816330761721,True,0.01,True,batch_projected_gradient_converged,constrained_regularized_mve
2005-01-05,gaussian,1,BNP.PA,0.039765426989319744,True,0.01,True,batch_projected_gradient_converged,constrained_regularized_mve
2005-01-05,gaussian,1,C,0.013882492372800089,True,0.01,True,batch_projected_gradient_converged,constrained_regularized_mve
2005-01-05,gaussian,1,CBK.DE,0.019434402717969031,True,0.01,True,batch_projected_gradient_converged,constrained_regularized_mve
2005-01-05,gaussian,1,DBK.DE,0.053404481941660066,True,0.01,True,batch_projected_gradient_converged,constrained_regularized_mve
2005-01-05,gaussian,1,GLE.PA,0.048152308787850547,True,0.01,True,batch_projected_gradient_converged,constrained_regularized_mve
2005-01-05,gaussian,1,GS,0.036154687096946379,True,0.01,True,batch_projected_gradient_converged,constrained_regularized_mve
2005-01-05,gaussian,1,HSBA.L,0.048596631428209899,True,0.01,True,batch_projected_gradient_converged,constrained_regularized_mve
2005-01-05,gaussian,1,INGA.AS,0.043620537731138248,True,0.01,True,batch_projected_gradient_converged,constrained_regularized_mve
