Date,strategy,drawdown
2006-09-11,equal_weight,-0.025881669337003643
2006-09-12,equal_weight,-0.015666087492170244
2006-09-13,equal_weight,-0.012276616727818546
2006-09-14,equal_weight,-0.008978212364308624
2006-09-15,equal_weight,-0.004342868795154886
2006-09-18,equal_weight,-0.004139066014976933
2006-09-19,equal_weight,-0.01046451158391759
2006-09-20,equal_weight,0.0
2006-09-21,equal_weight,0.0
2006-09-22,equal_weight,-0.007387314957188584
2006-09-25,equal_weight,-0.006528863286613618
2006-09-26,equal_weight,-0.005032987207314932
2006-09-27,equal_weight,-0.0009599699275956164
2006-09-28,equal_weight,0.0
2006-09-29,equal_weight,-0.0009208183532199987
2006-10-02,equal_weight,0.0
2006-10-03,equal_weight,0.0
2006-10-04,equal_weight,0.0
2006-10-05,equal_weight,0.0
2006-10-06,equal_weight,-0.0028539781816090404
2006-10-09,equal_weight,-0.0022485690401238267
2006-10-10,equal_weight,0.0
2006-10-11,equal_weight,-0.001696433972148137
2006-10-12,equal_weight,0.0
2006-10-13,equal_weight,-0.0005155218481274204
2006-10-16,equal_weight,-0.0002551166938771221
2006-10-17,equal_weight,-0.012150582462532311
2006-10-18,equal_weight,-0.00549365854838868
2006-10-19,equal_weight,-0.00482747312575027
2006-10-20,equal_weight,-0.004564120305115882
2006-10-23,equal_weight,0.0
2006-10-24,equal_weight,0.0
2006-10-25,equal_weight,0.0
2006-10-26,equal_weight,0.0
2006-10-27,equal_weight,-0.0012558245465938978
2006-10-30,equal_weight,-0.0035425448840852303
2006-10-31,equal_weight,-0.0027441950633988466
2006-11-01,equal_weight,0.0
2006-11-02,equal_weight,-0.011935419946814574
2006-11-03,equal_weight,-0.013121115943894202
2006-11-06,equal_weight,-0.0036634963814344834
2006-11-07,equal_weight,0.0
2006-11-08,equal_weight,-0.0034466947062825604
2006-11-09,equal_weight,-0.006628008796356166
2006-11-10,equal_weight,-0.005854918345807203
2006-11-13,equal_weight,-0.006720939032298534
2006-11-14,equal_weight,-0.004301020002752898
2006-11-15,equal_weight,-0.0033300384363424973
2006-11-16,equal_weight,-0.0032141902405830036
2006-11-17,equal_weight,-0.0043017670887834925
2006-11-20,equal_weight,-0.00668459645785735
2006-11-21,equal_weight,-0.00556237498338974
2006-11-22,equal_weight,0.0
2006-11-23,equal_weight,-0.00103036562996639
2006-11-24,equal_weight,-0.005417077914612656
2006-11-27,equal_weight,-0.0187073699725806
2006-11-28,equal_weight,-0.015625247545793863
2006-11-29,equal_weight,-0.010066619579267133
2006-11-30,equal_weight,-0.008458666669715065
2006-12-01,equal_weight,-0.01084836102415232
2006-12-04,equal_weight,-0.0031367584461428066
2006-12-05,equal_weight,-0.002541839069618912
2006-12-06,equal_weight,-0.0011192560088895132
2006-12-07,equal_weight,0.0
2006-12-08,equal_weight,0.0
2006-12-11,equal_weight,-0.004640953829153638
2006-12-12,equal_weight,-0.0012872555028261568
2006-12-13,equal_weight,0.0
2006-12-14,equal_weight,0.0
2006-12-15,equal_weight,0.0
2006-12-18,equal_weight,0.0
2006-12-19,equal_weight,-0.0005395830739485241
2006-12-20,equal_weight,0.0
2006-12-21,equal_weight,-0.0009517128963394406
2006-12-22,equal_weight,-0.008225882042305344
2006-12-25,equal_weight,-0.00870746691936386
2006-12-26,equal_weight,-0.007775449182192862
2006-12-27,equal_weight,0.0
2006-12-28,equal_weight,0.0
2006-12-29,equal_weight,-0.0002482989267086344
2007-01-01,equal_weight,0.0
2007-01-02,equal_weight,0.0
2007-01-03,equal_weight,0.0
2007-01-04,equal_weight,-0.0045567707030902405
2007-01-05,equal_weight,-0.017241049899145877
2007-01-08,equal_weight,-0.014654511153930572
2007-01-09,equal_weight,-0.012870917486721867
2007-01-10,equal_weight,-0.019838423442524622
2007-01-11,equal_weight,-0.011387079493374586
2007-01-12,equal_weight,-0.0038641283374819535
2007-01-15,equal_weight,0.0
2007-01-16,equal_weight,-0.004211795880881053
2007-01-17,equal_weight,-0.005629256933902593
2007-01-18,equal_weight,-0.00845005106894925
2007-01-19,equal_weight,-0.0006526488071219028
2007-01-22,equal_weight,-0.0019060204363290367
2007-01-23,equal_weight,0.0
2007-01-24,equal_weight,0.0
2007-01-25,equal_weight,-0.007288951095107965
2007-01-26,equal_weight,-0.01389113785877738
2007-01-29,equal_weight,-0.013157355392449666
2007-01-30,equal_weight,-0.010270289744056527
2007-01-31,equal_weight,-0.0067444064540731485
2007-02-01,equal_weight,-0.0018666121052862694
2007-02-02,equal_weight,-3.279446972692668e-05
2007-02-05,equal_weight,-0.003230478540597992
2007-02-06,equal_weight,0.0
2007-02-07,equal_weight,0.0
2007-02-08,equal_weight,-0.00652654334490721
2007-02-09,equal_weight,-0.0025824615832049647
2007-02-12,equal_weight,-0.014085590382239
2007-02-13,equal_weight,-0.006480358706882905
2007-02-14,equal_weight,0.0
2007-02-15,equal_weight,-0.0033240622488024396
2007-02-16,equal_weight,-0.003406051390660303
2007-02-19,equal_weight,-0.0023915185856324683
2007-02-20,equal_weight,0.0
2007-02-21,equal_weight,-0.0046038454448678046
2007-02-22,equal_weight,-0.0058821510366551255
2007-02-23,equal_weight,-0.008854112771487954
2007-02-26,equal_weight,-0.010988591856403773
2007-02-27,equal_weight,-0.037350267983044305
2007-02-28,equal_weight,-0.046920625411698946
2007-03-01,equal_weight,-0.054959413457106976
2007-03-02,equal_weight,-0.06390601975344334
2007-03-05,equal_weight,-0.07723340707845605
2007-03-06,equal_weight,-0.06318319018460694
2007-03-07,equal_weight,-0.06709514373468828
2007-03-08,equal_weight,-0.05592427061986438
2007-03-09,equal_weight,-0.05495121862447794
2007-03-12,equal_weight,-0.057109122857401884
2007-03-13,equal_weight,-0.07580721482318364
2007-03-14,equal_weight,-0.09331035005052557
2007-03-15,equal_weight,-0.07972691510301111
2007-03-16,equal_weight,-0.08359971439725833
2007-03-19,equal_weight,-0.07078148179271104
2007-03-20,equal_weight,-0.06003162470783374
