strategy,mean_daily,vol_daily,sharpe_annualized,cumulative_return,max_drawdown,n_days
equal_weight,0.0002658468780242495,0.01798494809809404,0.23465112790054443,3.2878159642427454,-0.786983364807295,5476
linear,0.0008423250028344689,0.01547150161294182,0.8642661338292794,99.74289885576306,-0.5760017147142094,5476
polynomial,0.0007142861946210241,0.01548647359799717,0.732183588704785,48.970418569892104,-0.6082036776433675,5476
gaussian,0.0006657164022057474,0.015726415837789196,0.6719852999311241,37.30050258708393,-0.5932125386964967,5476
