Date,strategy,rolling_return
2007-01-19,linear,0.3353548508932693
2007-01-22,linear,0.35158167331773527
2007-01-23,linear,0.3604527377149532
2007-01-24,linear,0.352832090356184
2007-01-25,linear,0.3495515656771737
2007-01-26,linear,0.3308811447756012
2007-01-29,linear,0.338074145853763
2007-01-30,linear,0.3405954401539402
2007-01-31,linear,0.3398852461102429
2007-02-01,linear,0.3419614739397581
2007-02-02,linear,0.3293257110097031
2007-02-05,linear,0.3316259106468834
2007-02-06,linear,0.3334832570490988
2007-02-07,linear,0.31965121757622544
2007-02-08,linear,0.31093616935400004
2007-02-09,linear,0.3061879665957764
2007-02-12,linear,0.3089243951505944
2007-02-13,linear,0.3207153370470719
2007-02-14,linear,0.3248453237616671
2007-02-15,linear,0.31659348327334347
2007-02-16,linear,0.3193849388824333
2007-02-19,linear,0.3286237813889584
2007-02-20,linear,0.3236275341041247
2007-02-21,linear,0.3322912087392892
2007-02-22,linear,0.34011850927814546
2007-02-23,linear,0.335260620767464
2007-02-26,linear,0.2963545176898128
2007-02-27,linear,0.2919199538954016
2007-02-28,linear,0.26961001675148244
2007-03-01,linear,0.2562683289401782
2007-03-02,linear,0.2552741737630998
2007-03-05,linear,0.26264206213380953
2007-03-06,linear,0.2603716115442135
2007-03-07,linear,0.27483531637680014
2007-03-08,linear,0.26939905700044514
2007-03-09,linear,0.2780610260400066
2007-03-12,linear,0.2561531205355453
2007-03-13,linear,0.2431359979189225
2007-03-14,linear,0.2647239429145254
2007-03-15,linear,0.25707296828414317
2007-03-16,linear,0.24630572336755
2007-03-19,linear,0.26577665421235896
2007-03-20,linear,0.2812835173927975
2007-03-21,linear,0.2895753582678245
2007-03-22,linear,0.2851821471409508
2007-03-23,linear,0.28681556844395445
2007-03-26,linear,0.3038069758993923
2007-03-27,linear,0.2949725284939803
2007-03-28,linear,0.3164236406230972
2007-03-29,linear,0.3187097413571505
2007-03-30,linear,0.318208734111853
2007-04-02,linear,0.3318064823347513
2007-04-03,linear,0.3359502477955621
2007-04-04,linear,0.32893311198656183
2007-04-05,linear,0.3194590233111484
2007-04-06,linear,0.3225346312988551
2007-04-09,linear,0.3316444000522545
2007-04-10,linear,0.3285702907623541
2007-04-11,linear,0.3127728791178111
2007-04-12,linear,0.3094592317230757
2007-04-13,linear,0.3000658951314579
2007-04-16,linear,0.2916119609193752
2007-04-17,linear,0.2939121960346151
2007-04-18,linear,0.27884870653505384
2007-04-19,linear,0.3036623193690542
2007-04-20,linear,0.2955913588116145
2007-04-23,linear,0.2739936087949181
2007-04-24,linear,0.2852419350179787
2007-04-25,linear,0.2736257930862305
2007-04-26,linear,0.27634840395193944
2007-04-27,linear,0.2784450673616854
2007-04-30,linear,0.2881488937241293
2007-05-01,linear,0.2902744182661976
2007-05-02,linear,0.288590387638311
2007-05-03,linear,0.325300163721001
2007-05-04,linear,0.3189970160235466
2007-05-07,linear,0.3096491464455196
2007-05-08,linear,0.31286381946916253
2007-05-09,linear,0.2909077852435649
2007-05-10,linear,0.3033719917362973
2007-05-11,linear,0.2921842541493
2007-05-14,linear,0.2840243177259312
2007-05-15,linear,0.2835814654419971
2007-05-16,linear,0.2984137815359723
2007-05-17,linear,0.2927398049840549
2007-05-18,linear,0.2798588702366097
2007-05-21,linear,0.25772729136115946
2007-05-22,linear,0.2623594033673127
2007-05-23,linear,0.26589531508625397
2007-05-24,linear,0.2628831675728872
2007-05-25,linear,0.2879490345676779
2007-05-28,linear,0.2743929069646853
2007-05-29,linear,0.2746889551910822
2007-05-30,linear,0.3136564627580814
2007-05-31,linear,0.3072047515545532
2007-06-01,linear,0.2876315282736319
2007-06-04,linear,0.2808218068928608
2007-06-05,linear,0.2688926351371676
2007-06-06,linear,0.2506075943424047
2007-06-07,linear,0.2468363856331838
2007-06-08,linear,0.24601790599782522
2007-06-11,linear,0.23927058308090313
2007-06-12,linear,0.2474212904349902
2007-06-13,linear,0.2667613578329982
2007-06-14,linear,0.2721723194621337
2007-06-15,linear,0.2434659894546466
2007-06-18,linear,0.230392232163759
2007-06-19,linear,0.2296366576162367
2007-06-20,linear,0.22359721001902041
2007-06-21,linear,0.229588990437822
2007-06-22,linear,0.2192673702587572
2007-06-25,linear,0.2131066881836695
2007-06-26,linear,0.2071590319537477
2007-06-27,linear,0.2117593474841208
2007-06-28,linear,0.22137414088082383
2007-06-29,linear,0.23594478983731781
2007-07-02,linear,0.2621682443887449
2007-07-03,linear,0.2639919138901706
2007-07-04,linear,0.2651380445954719
2007-07-05,linear,0.23732505834406853
2007-07-06,linear,0.23211823816956823
2007-07-09,linear,0.22639498605203973
2007-07-10,linear,0.2251401125630972
2007-07-11,linear,0.23859098700935463
2007-07-12,linear,0.23754704916140232
2007-07-13,linear,0.23370008650064752
2007-07-16,linear,0.21461308877334181
2007-07-17,linear,0.20213920999059432
2007-07-18,linear,0.2077235081723997
2007-07-19,linear,0.1836824305257832
2007-07-20,linear,0.18052200306073812
2007-07-23,linear,0.14822369767023053
2007-07-24,linear,0.14542701319154341
2007-07-25,linear,0.12287699560829302
2007-07-26,linear,0.1099440466409656
2007-07-27,linear,0.1106628641745075
2007-07-30,linear,0.13263470503813102
2007-07-31,linear,0.1242372893480618
2007-08-01,linear,0.11908073262893121
2007-08-02,linear,0.08825802200022362
2007-08-03,linear,0.08899657714428032
2007-08-06,linear,0.10712725290187301
2007-08-07,linear,0.1308680361643218
2007-08-08,linear,0.0956918384203308
2007-08-09,linear,0.07485867758946131
2007-08-10,linear,0.0677332993506568
2007-08-13,linear,0.0482510025617408
2007-08-14,linear,0.030969881349104004
2007-08-15,linear,0.014250461676224206
2007-08-16,linear,0.05660949460633961
2007-08-17,linear,0.056990974259904605
2007-08-20,linear,0.04988866838262591
2007-08-21,linear,0.06145698470342921
2007-08-22,linear,0.0644342149392644
2007-08-23,linear,0.0790081590713403
2007-08-24,linear,0.0934971891738969
2007-08-27,linear,0.06779538044151741
2007-08-28,linear,0.08056841120308661
2007-08-29,linear,0.0766280301325295
2007-08-30,linear,0.0891615295762016
2007-08-31,linear,0.0858784462864941
2007-09-03,linear,0.08551256983905942
2007-09-04,linear,0.06572835978475801
2007-09-05,linear,0.06998015131384501
2007-09-06,linear,0.0310337523339414
2007-09-07,linear,0.025344751808670705
2007-09-10,linear,0.049784226160873
2007-09-11,linear,0.045491326549516806
2007-09-12,linear,0.04871936776874881
2007-09-13,linear,0.033121510084637006
2007-09-14,linear,0.03150708683148241
2007-09-17,linear,0.0726996180003608
2007-09-18,linear,0.0971827616631594
2007-09-19,linear,0.0801527399958697
2007-09-20,linear,0.0628401072051728
2007-09-21,linear,0.0562368406487588
2007-09-24,linear,0.051976643128162005
2007-09-25,linear,0.0576634257673439
2007-09-26,linear,0.06642705867876031
2007-09-27,linear,0.0676565323245452
2007-09-28,linear,0.06057471200241621
2007-10-01,linear,0.08326728532402491
2007-10-02,linear,0.08878012893269821
2007-10-03,linear,0.1055449783818292
2007-10-04,linear,0.1035007992559351
2007-10-05,linear,0.1054860269159571
2007-10-08,linear,0.1094875092989565
2007-10-09,linear,0.1018145492780099
2007-10-10,linear,0.0983754221219581
2007-10-11,linear,0.0912009040828458
2007-10-12,linear,0.0843144843435134
2007-10-15,linear,0.0670351224188205
2007-10-16,linear,0.0693639286119826
2007-10-17,linear,0.0669410593082454
2007-10-18,linear,0.0423170513272612
2007-10-19,linear,0.04847071431948301
2007-10-22,linear,0.0605273124963042
2007-10-23,linear,0.0522251587299629
2007-10-24,linear,0.048172582445757096
2007-10-25,linear,0.06571870219455771
2007-10-26,linear,0.0694696189022457
2007-10-29,linear,0.0691830040056982
2007-10-30,linear,0.085255358901932
2007-10-31,linear,0.045680002549428694
2007-11-01,linear,0.017546679718699398
2007-11-02,linear,0.018149442623667796
2007-11-05,linear,0.0233909466096053
2007-11-06,linear,0.004097967716076699
2007-11-07,linear,-0.0033677826051964014
2007-11-08,linear,-0.028343050244746103
2007-11-09,linear,-0.027093836530814503
2007-11-12,linear,-0.00023277479502460327
2007-11-13,linear,0.0153522193357144
2007-11-14,linear,-0.012391845723834002
2007-11-15,linear,-0.0342362078998492
2007-11-16,linear,-0.0365701806041389
2007-11-19,linear,-0.017127776249690904
2007-11-20,linear,-0.0445976397139103
2007-11-21,linear,-0.041247651831830504
2007-11-22,linear,-0.017461443213070596
2007-11-23,linear,-0.0177168387176341
2007-11-26,linear,-0.001247792946527996
2007-11-27,linear,0.0335159231298206
2007-11-28,linear,0.036355854189385105
2007-11-29,linear,0.0607799106376637
2007-11-30,linear,0.0561523798693278
2007-12-03,linear,0.0385833539851203
2007-12-04,linear,0.051118057567926596
2007-12-05,linear,0.0672002813697081
2007-12-06,linear,0.0674878884999094
2007-12-07,linear,0.0690670746862767
2007-12-10,linear,0.0612955516833901
2007-12-11,linear,0.053548778986067094
2007-12-12,linear,0.021960113623752997
2007-12-13,linear,0.0009927062922076985
2007-12-14,linear,-0.0005091809140668016
2007-12-17,linear,-0.0007912512715004018
2007-12-18,linear,0.0007214580050892982
2007-12-19,linear,-0.012959529874356602
2007-12-20,linear,-0.0018578950417652024
2007-12-21,linear,0.002011033266531897
2007-12-24,linear,0.020002464579155096
2007-12-25,linear,0.022920086090431297
2007-12-26,linear,0.011192155552318395
2007-12-27,linear,0.0164211402249453
2007-12-28,linear,0.005065912372073695
2007-12-31,linear,-0.0001248298955259042
2008-01-01,linear,-0.010401401228219805
2008-01-02,linear,-0.015574090826378804
2008-01-03,linear,-0.036776042193661304
2008-01-04,linear,-0.0343902212771262
2008-01-07,linear,-0.023483813392257802
2008-01-08,linear,-0.0324049461480263
2008-01-09,linear,-0.03539600342751931
2008-01-10,linear,-0.03955255297994001
2008-01-11,linear,-0.03350929870976861
2008-01-14,linear,-0.06857364887063722
2008-01-15,linear,-0.0727170691979309
2008-01-16,linear,-0.08606842450214242
2008-01-17,linear,-0.11247475064296711
2008-01-18,linear,-0.11993137471278911
2008-01-21,linear,-0.06972514367217442
2008-01-22,linear,-0.05059894262844022
2008-01-23,linear,-0.00040214668334441483
2008-01-24,linear,-0.016128545562672514
2008-01-25,linear,-0.008491366897844212
2008-01-28,linear,0.014898578309909188
2008-01-29,linear,0.011984465840969287
2008-01-30,linear,0.007748501254932386
2008-01-31,linear,0.008780133742581185
2008-02-01,linear,0.012447083252097485
2008-02-04,linear,-0.034488759754793714
2008-02-05,linear,-0.036777533251473815
2008-02-06,linear,-0.05475359486658322
2008-02-07,linear,-0.028360517114216416
2008-02-08,linear,-0.028001474194555415
2008-02-11,linear,0.014116912196885784
2008-02-12,linear,0.017051090129710584
2008-02-13,linear,0.038421404635861085
2008-02-14,linear,0.030595024787036587
2008-02-15,linear,0.04035510274740889
2008-02-18,linear,0.054189867362600584
2008-02-19,linear,0.050244776662341284
2008-02-20,linear,0.05024297961170758
2008-02-21,linear,0.05685923423337478
2008-02-22,linear,0.04568593633761958
2008-02-25,linear,0.06725363966887599
2008-02-26,linear,0.08177124043586628
2008-02-27,linear,0.07655484178159629
2008-02-28,linear,0.05629432560065158
2008-02-29,linear,0.039285598330260185
2008-03-03,linear,0.027799574538765782
2008-03-04,linear,0.03936012293716128
2008-03-05,linear,0.00452371027411488
2008-03-06,linear,-0.01610095333370282
2008-03-07,linear,-0.03159285159008162
2008-03-10,linear,0.015853523126942486
2008-03-11,linear,0.05192430015718208
2008-03-12,linear,0.03899539612307678
2008-03-13,linear,0.02230102669141118
2008-03-14,linear,0.01316509502468018
2008-03-17,linear,0.08329531714242738
2008-03-18,linear,0.08247749779271898
2008-03-19,linear,0.09672010194528319
2008-03-20,linear,0.10597999181569179
2008-03-21,linear,0.10178870692290198
2008-03-24,linear,0.1446759994319718
2008-03-25,linear,0.12863414546196078
2008-03-26,linear,0.10896889498962747
2008-03-27,linear,0.09808616789825558
2008-03-28,linear,0.09792292637308539
2008-03-31,linear,0.15276422172874587
2008-04-01,linear,0.1733757656606346
2008-04-02,linear,0.1666880966532297
2008-04-03,linear,0.1672895084224399
2008-04-04,linear,0.1733562408309454
2008-04-07,linear,0.12997961838274438
2008-04-08,linear,0.1277699270098621
2008-04-09,linear,0.11766649955652748
2008-04-10,linear,0.09881304118481238
2008-04-11,linear,0.10649887515813368
2008-04-14,linear,0.11413987318028408
2008-04-15,linear,0.15341047783854758
2008-04-16,linear,0.16731784713998907
2008-04-17,linear,0.1923799895210524
2008-04-18,linear,0.1912905161271436
2008-04-21,linear,0.18120977228444038
2008-04-22,linear,0.16942532959087309
2008-04-23,linear,0.18313241527991647
2008-04-24,linear,0.20102329847552158
2008-04-25,linear,0.21560740918827848
2008-04-28,linear,0.19227694296218847
2008-04-29,linear,0.19291802743105407
2008-04-30,linear,0.1998117752177947
2008-05-01,linear,0.2157764449345101
2008-05-02,linear,0.2193816375512589
2008-05-05,linear,0.2076441361270943
2008-05-06,linear,0.19558724441232758
2008-05-07,linear,0.17887644623423668
2008-05-08,linear,0.16605757010137878
2008-05-09,linear,0.1760894515200634
2008-05-12,linear,0.16314848095026588
2008-05-13,linear,0.1621773740212976
2008-05-14,linear,0.16328092947116707
2008-05-15,linear,0.16328026567328138
2008-05-16,linear,0.15729525758351867
2008-05-19,linear,0.14053897241089539
2008-05-20,linear,0.11913574228843188
2008-05-21,linear,0.12988625054064049
2008-05-22,linear,0.1285640346746298
2008-05-23,linear,0.14530989330224509
2008-05-26,linear,0.14206073480493206
2008-05-27,linear,0.13893698112217137
2008-05-28,linear,0.15001115895961536
2008-05-29,linear,0.15086533010946956
2008-05-30,linear,0.14104477321784525
2008-06-02,linear,0.13426342741975328
2008-06-03,linear,0.12831702381349908
2008-06-04,linear,0.13514885728698386
2008-06-05,linear,0.10664002240160958
2008-06-06,linear,0.10971178111016948
2008-06-09,linear,0.10873805812628538
2008-06-10,linear,0.08159567666888237
2008-06-11,linear,0.11699723467267208
2008-06-12,linear,0.13604916088583419
2008-06-13,linear,0.13445338318931757
2008-06-16,linear,0.13330023878677957
2008-06-17,linear,0.11836757434690366
2008-06-18,linear,0.09599962773542357
2008-06-19,linear,0.07646564551856438
2008-06-20,linear,0.08209126428189167
2008-06-23,linear,0.09670306517982717
2008-06-24,linear,0.11809461401647298
2008-06-25,linear,0.09653197002121679
2008-06-26,linear,0.08956041557970508
2008-06-27,linear,0.07767474604128088
2008-06-30,linear,0.05295462725747638
2008-07-01,linear,0.06310858938011588
2008-07-02,linear,0.07506509823281186
2008-07-03,linear,0.07329817187205158
2008-07-04,linear,0.07544685003911407
2008-07-07,linear,0.10491111844924228
2008-07-08,linear,0.15327670086654988
2008-07-09,linear,0.16635018443241759
2008-07-10,linear,0.13656690950731318
2008-07-11,linear,0.15955531897456668
2008-07-14,linear,0.13257452534936529
2008-07-15,linear,0.20012502683222697
2008-07-16,linear,0.23488066590429657
2008-07-17,linear,0.27284920569275223
2008-07-18,linear,0.26288436821405253
2008-07-21,linear,0.31679733517107517
2008-07-22,linear,0.37247081141540134
2008-07-23,linear,0.32378093481892756
2008-07-24,linear,0.28730574985132784
2008-07-25,linear,0.32203272005564876
2008-07-28,linear,0.3753590446649043
2008-07-29,linear,0.39661185444032077
2008-07-30,linear,0.4172545258170459
2008-07-31,linear,0.42648626365741676
2008-08-01,linear,0.43772548868223277
2008-08-04,linear,0.43529989314320755
2008-08-05,linear,0.43688245277604043
2008-08-06,linear,0.41112652495542057
2008-08-07,linear,0.40523534031457153
2008-08-08,linear,0.40132177781449907
2008-08-11,linear,0.3708072867045913
2008-08-12,linear,0.3239254326026335
2008-08-13,linear,0.3613820298227334
2008-08-14,linear,0.35585978879945224
2008-08-15,linear,0.35234442301273605
2008-08-18,linear,0.2986963396101907
2008-08-19,linear,0.3057211794029839
2008-08-20,linear,0.2848237009872187
2008-08-21,linear,0.33191255280413173
2008-08-22,linear,0.33360562082047107
2008-08-25,linear,0.34924147634664776
2008-08-26,linear,0.3562854466714018
2008-08-27,linear,0.3676689451730222
2008-08-28,linear,0.37802094348071796
2008-08-29,linear,0.37464916955910754
2008-09-01,linear,0.3916546470003054
2008-09-02,linear,0.3939121896425185
2008-09-03,linear,0.29882282809445565
2008-09-04,linear,0.263024890391006
2008-09-05,linear,0.2765836328918697
2008-09-08,linear,0.24327262848346515
2008-09-09,linear,0.22372703651613815
2008-09-10,linear,0.21790899471248737
2008-09-11,linear,0.2491879742120371
2008-09-12,linear,0.2390035507701292
2008-09-15,linear,0.21486741436616777
2008-09-16,linear,0.17127646387325718
2008-09-17,linear,0.19377760125426657
2008-09-18,linear,0.3624107659115804
2008-09-19,linear,0.3566224238279613
2008-09-22,linear,0.3244486045912705
2008-09-23,linear,0.3280244648745419
2008-09-24,linear,0.3618190078386064
2008-09-25,linear,0.3725242844362437
2008-09-26,linear,0.3772922107229294
2008-09-29,linear,0.4247057759500241
2008-09-30,linear,0.463166192037206
2008-10-01,linear,0.46313998624433517
2008-10-02,linear,0.474904086322328
2008-10-03,linear,0.4763281260705742
2008-10-06,linear,0.41643912675588807
2008-10-07,linear,0.3955824576185051
2008-10-08,linear,0.34489941087152537
2008-10-09,linear,0.2782228136865359
2008-10-10,linear,0.2780464365528388
2008-10-13,linear,0.3192031222113872
2008-10-14,linear,0.2531848181454499
2008-10-15,linear,0.1909124189981971
2008-10-16,linear,0.1761429196599211
2008-10-17,linear,0.2115059723895411
2008-10-20,linear,0.24282454960239047
2008-10-21,linear,0.1556359373243516
2008-10-22,linear,0.138576136017932
2008-10-23,linear,0.0555484939088243
2008-10-24,linear,0.06171089543856679
2008-10-27,linear,0.0552412784530123
2008-10-28,linear,0.1583283145597579
2008-10-29,linear,0.1777940059454116
2008-10-30,linear,0.1904631024140533
2008-10-31,linear,0.21466141034280067
2008-11-03,linear,0.3040501351992385
2008-11-04,linear,0.2663214778129449
2008-11-05,linear,0.17193280108088196
2008-11-06,linear,0.2133982194070361
2008-11-07,linear,0.2113753610183589
2008-11-10,linear,0.12807377746283619
2008-11-11,linear,0.07354295828543178
2008-11-12,linear,0.0715628432599226
2008-11-13,linear,0.024779185752808384
2008-11-14,linear,0.019626867970766786
2008-11-17,linear,-0.032599632763113916
2008-11-18,linear,-0.1372573490434219
2008-11-19,linear,-0.20928807744854303
2008-11-20,linear,-0.2291600985122025
2008-11-21,linear,-0.2455926182575141
2008-11-24,linear,-0.17736825400572592
2008-11-25,linear,-0.16305725581193162
2008-11-26,linear,-0.09295335056583652
2008-11-27,linear,-0.06145768492858382
2008-11-28,linear,-0.031104837182397024
2008-12-01,linear,0.03445339378707758
2008-12-02,linear,0.055808936904674276
2008-12-03,linear,0.06241880310939697
2008-12-04,linear,0.05668881036010338
2008-12-05,linear,0.06443521938569338
2008-12-08,linear,0.04092247560678118
2008-12-09,linear,0.046988331322257375
2008-12-10,linear,0.01000913551363037
2008-12-11,linear,-0.017742068931278627
2008-12-12,linear,-0.007748596306057927
2008-12-15,linear,0.07602372032518487
2008-12-16,linear,0.07345020521981256
2008-12-17,linear,0.03657551870855057
2008-12-18,linear,0.03783938579746796
2008-12-19,linear,0.043447320899084964
2008-12-22,linear,0.06474686681113796
2008-12-23,linear,0.07278196028701167
2008-12-24,linear,0.05793668614495848
2008-12-25,linear,0.06624018678228237
2008-12-26,linear,0.06200020085091627
2008-12-29,linear,0.08810756723403868
2008-12-30,linear,0.10701054250147717
2008-12-31,linear,0.14739576131318669
2009-01-01,linear,0.16550658790875877
2009-01-02,linear,0.17633671346702137
2009-01-05,linear,0.21060293572870148
2009-01-06,linear,0.19931680804715407
2009-01-07,linear,0.13813585109686888
2009-01-08,linear,0.08967354179843026
2009-01-09,linear,0.03383497220841707
2009-01-12,linear,0.02890706479205037
2009-01-13,linear,-0.049030188752839925
2009-01-14,linear,-0.1428310279331314
2009-01-15,linear,-0.19147928848595303
2009-01-16,linear,-0.1951407059846755
2009-01-19,linear,-0.3445106820096097
2009-01-20,linear,-0.21971123993734143
2009-01-21,linear,-0.18672924264953292
2009-01-22,linear,-0.1880960141554859
2009-01-23,linear,-0.17161605908163202
2009-01-26,linear,-0.15230048617708622
2009-01-27,linear,-0.02914624612075102
2009-01-28,linear,-0.10490325637002232
2009-01-29,linear,-0.1157225889035105
2009-01-30,linear,-0.10723518593202602
2009-02-02,linear,-0.0853382869035251
2009-02-03,linear,-0.08102056136163881
2009-02-04,linear,-0.08841530345979251
2009-02-05,linear,-0.035896005192795205
2009-02-06,linear,-0.051388383533845214
2009-02-09,linear,-0.1065009081600874
2009-02-10,linear,-0.07673831273250961
2009-02-11,linear,-0.12034512649910262
2009-02-12,linear,-0.17297149708007253
2009-02-13,linear,-0.15180780849871334
2009-02-16,linear,-0.1978751689654754
2009-02-17,linear,-0.21105814610079782
2009-02-18,linear,-0.20472819849697171
2009-02-19,linear,-0.2844131979997359
2009-02-20,linear,-0.2635935804505624
2009-02-23,linear,-0.2075144938688114
2009-02-24,linear,-0.19062851040204812
2009-02-25,linear,-0.18098516269139447
2009-02-26,linear,-0.2989043616299039
2009-02-27,linear,-0.2866339762704579
2009-03-02,linear,-0.28384180367747447
2009-03-03,linear,-0.26245962266745837
2009-03-04,linear,-0.43732145643290093
2009-03-05,linear,-0.460837911087837
2009-03-06,linear,-0.4876568866991481
2009-03-09,linear,-0.3803051022596856
2009-03-10,linear,-0.3529876100071943
2009-03-11,linear,-0.3354943621689875
2009-03-12,linear,-0.2919572931976761
2009-03-13,linear,-0.2855311354243521
2009-03-16,linear,-0.2371146120668588
2009-03-17,linear,-0.16336682987846218
2009-03-18,linear,-0.18600952246461389
2009-03-19,linear,-0.24313243626670009
2009-03-20,linear,-0.23538446703523289
2009-03-23,linear,-0.24353244185845999
2009-03-24,linear,-0.21874799965363398
2009-03-25,linear,-0.1884504848056752
2009-03-26,linear,-0.22748048933060427
2009-03-27,linear,-0.2122040083119423
2009-03-30,linear,-0.1386090417067914
2009-03-31,linear,-0.10672957004233541
2009-04-01,linear,-0.032324667601386206
2009-04-02,linear,-0.03996972854558121
2009-04-03,linear,-0.04947007368339842
2009-04-06,linear,-0.11914917693064572
2009-04-07,linear,-0.11689167441759132
2009-04-08,linear,0.0004951986086755844
2009-04-09,linear,0.0008795899760032852
2009-04-10,linear,-0.007756764730919415
2009-04-13,linear,-0.008848224769578514
2009-04-14,linear,0.003383434380102286
2009-04-15,linear,0.037356696452296084
2009-04-16,linear,0.052338366523739785
2009-04-17,linear,0.038730460707924685
2009-04-20,linear,0.06417570521372158
2009-04-21,linear,0.09628525341880897
2009-04-22,linear,0.1207119645635916
2009-04-23,linear,0.1638492922309222
2009-04-24,linear,0.18029310746423877
2009-04-27,linear,0.16616631608843607
2009-04-28,linear,0.22002221261093807
2009-04-29,linear,0.25015728229352274
2009-04-30,linear,0.24275061399675116
2009-05-01,linear,0.23678479368184227
2009-05-04,linear,0.2727625486559735
2009-05-05,linear,0.3180429362620898
2009-05-06,linear,0.32013704882052996
2009-05-07,linear,0.41682309626102776
2009-05-08,linear,0.40768693335048767
2009-05-11,linear,0.39452298958608767
2009-05-12,linear,0.32719793873245506
2009-05-13,linear,0.3496702403559231
2009-05-14,linear,0.36566506396497644
2009-05-15,linear,0.36821409902281216
2009-05-18,linear,0.37878944946152576
2009-05-19,linear,0.37157743465863907
2009-05-20,linear,0.36449138642748347
2009-05-21,linear,0.3831326703423216
2009-05-22,linear,0.3756502140341654
2009-05-25,linear,0.4241197277694816
2009-05-26,linear,0.4174724408238805
2009-05-27,linear,0.43034569049119353
2009-05-28,linear,0.48241621273005836
2009-05-29,linear,0.4541038994215047
2009-06-01,linear,0.42524524371909134
2009-06-02,linear,0.39185427285356794
2009-06-03,linear,0.4059714065142761
2009-06-04,linear,0.4176956531128221
2009-06-05,linear,0.4327243658812729
2009-06-08,linear,0.46718039313303866
2009-06-09,linear,0.4699960359778918
2009-06-10,linear,0.4733051703736931
2009-06-11,linear,0.44615334842943705
2009-06-12,linear,0.47930498378195874
2009-06-15,linear,0.4751321547394988
2009-06-16,linear,0.4438969589511639
2009-06-17,linear,0.4875325365686725
2009-06-18,linear,0.4910617620145395
2009-06-19,linear,0.4820975968681514
2009-06-22,linear,0.5058556553121245
2009-06-23,linear,0.531947711760881
2009-06-24,linear,0.5210071738938619
2009-06-25,linear,0.47467899864040297
2009-06-26,linear,0.4742160350443048
2009-06-29,linear,0.4927562724173245
2009-06-30,linear,0.5017063980008445
2009-07-01,linear,0.5045853285906158
2009-07-02,linear,0.447760809988303
2009-07-03,linear,0.3945685447152254
2009-07-06,linear,0.36102502161640476
2009-07-07,linear,0.33739651068776416
2009-07-08,linear,0.32657451595732
2009-07-09,linear,0.2618556202993465
2009-07-10,linear,0.29144113011005834
2009-07-13,linear,0.32270017133717416
2009-07-14,linear,0.35822925534494005
2009-07-15,linear,0.33630418945041657
2009-07-16,linear,0.3121122248897812
2009-07-17,linear,0.3134336861577517
2009-07-20,linear,0.3194522004766849
2009-07-21,linear,0.3216585738066065
2009-07-22,linear,0.3010129045936757
2009-07-23,linear,0.30043985653849437
2009-07-24,linear,0.3253559857393566
2009-07-27,linear,0.3148483753947265
2009-07-28,linear,0.3192319454818663
2009-07-29,linear,0.37383748049386145
2009-07-30,linear,0.43346173974358926
2009-07-31,linear,0.42332633771577877
2009-08-03,linear,0.41947620598770385
2009-08-04,linear,0.4328714283926184
2009-08-05,linear,0.4800584189581511
2009-08-06,linear,0.48306804394892455
2009-08-07,linear,0.5012571407216592
2009-08-10,linear,0.443685738192465
2009-08-11,linear,0.46792394119915776
2009-08-12,linear,0.4992656587750406
2009-08-13,linear,0.4841889545002795
2009-08-14,linear,0.4541282040542944
2009-08-17,linear,0.46562639734348726
2009-08-18,linear,0.46081260659215734
2009-08-19,linear,0.4683638094554776
2009-08-20,linear,0.48873287377119345
2009-08-21,linear,0.5435321330175878
2009-08-24,linear,0.5597334155896251
2009-08-25,linear,0.55729948637688
2009-08-26,linear,0.6072872019889659
2009-08-27,linear,0.6444011252264195
2009-08-28,linear,0.6573899474250469
2009-08-31,linear,0.5791854463513552
2009-09-01,linear,0.5633315116009496
2009-09-02,linear,0.598641139001315
2009-09-03,linear,0.6561525043739977
2009-09-04,linear,0.613069043801754
2009-09-07,linear,0.43685503727200475
2009-09-08,linear,0.4472491354637141
2009-09-09,linear,0.4731534005216432
2009-09-10,linear,0.4737785557492662
2009-09-11,linear,0.4350073589543213
2009-09-14,linear,0.430019765843311
2009-09-15,linear,0.45425127136938626
2009-09-16,linear,0.4117029677018404
2009-09-17,linear,0.3739870846792008
2009-09-18,linear,0.3923980183237238
2009-09-21,linear,0.3876135611028263
2009-09-22,linear,0.38834181925819716
2009-09-23,linear,0.4441454881866776
2009-09-24,linear,0.45642864428614777
2009-09-25,linear,0.4951584223061767
2009-09-28,linear,0.5790686276817502
2009-09-29,linear,0.5745724365109602
2009-09-30,linear,0.4778928639407272
2009-10-01,linear,0.5156144578386154
2009-10-02,linear,0.5769362889645951
2009-10-05,linear,0.6094382195108106
2009-10-06,linear,0.619029545624651
2009-10-07,linear,0.6223842438298361
2009-10-08,linear,0.7064121498417909
2009-10-09,linear,0.7198176839198848
2009-10-12,linear,0.8090794208744835
2009-10-13,linear,0.8385933532196745
2009-10-14,linear,0.8613797964535851
2009-10-15,linear,0.733993878738648
2009-10-16,linear,0.6896622241239202
2009-10-19,linear,0.6547495332108852
2009-10-20,linear,0.6628773386942437
2009-10-21,linear,0.593076370532806
2009-10-22,linear,0.6201753914265193
2009-10-23,linear,0.6996963802042723
2009-10-26,linear,0.6612858166581026
2009-10-27,linear,0.6268877337794752
2009-10-28,linear,0.7354336277573306
2009-10-29,linear,0.7588346403565459
2009-10-30,linear,0.7388341226413541
2009-11-02,linear,0.7390850806835244
2009-11-03,linear,0.766155085691375
2009-11-04,linear,0.8102700622876098
2009-11-05,linear,0.9258301867514419
