"strategy","min_weight","max_weight","mean_daily","vol_daily","sharpe_annualized","cumulative_return","max_drawdown","n_days","mean_top_weight","max_single_asset_weight","mean_effective_assets","mean_zero_weight_share"
"linear","0.01","0.13300000000000001","0.00098682571007771645","0.016234387906417357","0.96494999304468732","221.26216051729668","-0.58768237173735138","5476","0.12278089904261423","0.13300000000000001","12.347701144858705","0"
"linear","0.01","0.13400000000000001","0.00098646751945525787","0.016242649371677371","0.9641091203282639","220.82663126614142","-0.58813086466515263","5476","0.12354950936733364","0.13400000000000001","12.290879098703003","0"
"linear","0.01","0.13500000000000001","0.00098605522174533802","0.016250826767330324","0.96322123165801077","220.32636885074569","-0.58837747211896874","5476","0.12431759261422913","0.13500000000000001","12.233651553259326","0"
"linear","0.01","0.13600000000000001","0.00098676453589731979","0.016261154422661277","0.9633019268019869","221.18771742749755","-0.58875524755832831","5476","0.12508444389695225","0.13600000000000001","12.205386165462501","0"
"linear","0.01","0.13700000000000001","0.00098746624322193521","0.01627180828794958","0.96335578495154783","222.04312711212208","-0.58909590117069932","5476","0.12584962878104688","0.13700000000000001","12.176067107777858","0"
"linear","0.01","0.13800000000000001","0.00098814383949545094","0.01628249145788821","0.96338433179975957","222.87226979301255","-0.58941183865704083","5476","0.12661402289291077","0.13800000000000001","12.145832067352753","0"
"linear","0.01","0.13900000000000001","0.00098874655695254591","0.016292953006211801","0.96335299010698883","223.612376602322","-0.58976956404727532","5476","0.12737767123555299","0.13900000000000001","12.114713960123396","0"
"linear","0.01","0.14000000000000001","0.0009891907199128505","0.016303340528383909","0.96317167866766484","224.15935191095855","-0.59009844693468372","5476","0.12813948453336668","0.14000000000000001","12.082752706559223","0"
"linear","0.01","0.14099999999999999","0.00098978968095017584","0.016313758850732805","0.96313941011865523","224.8990669014666","-0.59029111687358782","5476","0.12890010941129693","0.14099999999999999","12.049884991513947","0"
"linear","0.01","0.14199999999999999","0.00099048612307631677","0.016324128023613341","0.96320487866660975","225.7622269097387","-0.59038441631358729","5476","0.12965833612175709","0.14199999999999999","12.016128851496495","0"
"linear","0.01","0.14299999999999999","0.00099128875385896711","0.016334727265467024","0.96335989363369201","226.76108713795372","-0.59044935861582437","5476","0.13041529110286229","0.14299999999999999","11.981586207972136","0"
"linear","0.01","0.14399999999999999","0.00099225480351536896","0.016345939028680832","0.96363730809393278","227.96915589095556","-0.59047759701294611","5476","0.13117103960650048","0.14399999999999999","11.946290769193993","0"
"linear","0.01","0.14499999999999999","0.00099326845932524522","0.016357679113585093","0.96392940963722495","229.24364705949165","-0.59053876973495267","5476","0.13192551069672137","0.14499999999999999","11.910240410649996","0"
"linear","0.01","0.14599999999999999","0.00099421206852681352","0.016369465042644232","0.96415046316852016","230.43644200417035","-0.59060716717154738","5476","0.13267892551911295","0.14599999999999999","11.873469061257273","0"
"linear","0.01","0.14699999999999999","0.00099505545041312098","0.016381182502842963","0.96427810216591403","231.50777061345201","-0.59061997432988012","5476","0.13343134869103393","0.14699999999999999","11.836170664478692","0"
"linear","0.01","0.14799999999999999","0.00099580322113202954","0.016392907821297532","0.96431250877266461","232.46179360874237","-0.59064440395188467","5476","0.13418244417828845","0.14799999999999999","11.798449065651523","0"
"linear","0.01","0.14899999999999999","0.0009964924678194135","0.016404841865962701","0.96427796430129775","233.34461690415239","-0.59070083261178963","5476","0.13493247144282658","0.14899999999999999","11.760194720080975","0"
"linear","0.01","0.14999999999999999","0.00099736021311257585","0.016417018845074554","0.96440180145298737","234.46081925021559","-0.59069820154374719","5476","0.13568111333609181","0.14999999999999999","11.721547749860493","0"
"linear","0.01","0.151","0.00099818541938223593","0.01642938085581409","0.9644734899726376","235.52723421307536","-0.59076762606011424","5476","0.13642852699025954","0.151","11.682545193363454","0"
"linear","0.01","0.152","0.00099900915332777878","0.016441562787732216","0.96455421347950743","236.596563410393","-0.59099430868206049","5476","0.13717478969385166","0.152","11.643277431218387","0"
"linear","0.01","0.153","0.00099979330711941271","0.016453188137219358","0.964629261287413","237.61900288981656","-0.59124545461636946","5476","0.13791983711355177","0.153","11.603784524876092","0"
"linear","0.01","0.154","0.0010005478270049869","0.016464393567243725","0.964700235427293","238.60695675234049","-0.59145186156685114","5476","0.13866380794702585","0.154","11.564037591593049","0"
"linear","0.01","0.155","0.001001103873029542","0.016474383342557256","0.96465105716130817","239.33764978109664","-0.59165513553261595","5476","0.13940634115035228","0.155","11.524038719785384","0"
"linear","0.01","0.156","0.0010015758165224258","0.016484074722813637","0.96453840725219164","239.95957269764367","-0.59190419670806371","5476","0.14014763193925039","0.156","11.483902327138741","0"
"linear","0.01","0.157","0.0010021407780773229","0.016493751257887483","0.96451628353547492","240.70619075152882","-0.59215618579090934","5476","0.14088818213688181","0.157","11.44363175906313","0"
"linear","0.01","0.158","0.0010026258660578984","0.016503433505720561","0.96441702220708958","241.34909851824469","-0.59264929623335849","5476","0.14162747340392559","0.158","11.40330606405143","0"
"linear","0.01","0.159","0.00100287201474589","0.016513050413004039","0.96409199323502737","241.67598360021907","-0.59331864307831073","5476","0.14236602227412062","0.159","11.363020486610472","0"
"linear","0.01","0.16","0.001003168173762378","0.016522889547224563","0.96380242815188877","242.0698667543156","-0.5940072767066582","5476","0.1431033243129298","0.16","11.322715213408387","0"
"linear","0.01","0.161","0.0010038182946654282","0.016529025384357646","0.96406902672981432","242.93675273448446","-0.59416049546804006","5476","0.14383917173077684","0.161","11.302865045826431","0"
"linear","0.01","0.16200000000000001","0.0010044887024739306","0.016535370434630783","0.96434270233969999","243.83392774076958","-0.59433396131697735","5476","0.14457412419509288","0.16200000000000001","11.282578151653995","0"
"linear","0.01","0.16300000000000001","0.0010052334440223474","0.016542027763321355","0.96466929224187126","244.83444939965855","-0.59450010206019632","5476","0.1453084068849701","0.16300000000000001","11.261846485546332","0"
"linear","0.01","0.16400000000000001","0.0010059717604998103","0.016549048492139361","0.96496826587965068","245.83037516641608","-0.59461293402972226","5476","0.14604187719896208","0.16400000000000001","11.240753439664989","0"
"linear","0.01","0.16500000000000001","0.0010066371847326802","0.016556235865490317","0.96518737939373367","246.73143192898974","-0.59473608753375506","5476","0.14677431032268823","0.16500000000000001","11.219217277278783","0"
"linear","0.01","0.16600000000000001","0.0010072306390323425","0.0165632882366714","0.965345194391106","247.53780812627338","-0.59485373873277281","5476","0.1475051005799036","0.16600000000000001","11.19728712967949","0"
"linear","0.01","0.16700000000000001","0.0010078160787680768","0.016570466912763704","0.96548783775986924","248.33586608108399","-0.59493615926065369","5476","0.14823439939000987","0.16700000000000001","11.174903734933592","0"
"linear","0.01","0.16800000000000001","0.0010081471949458347","0.016576900570906182","0.96543020863213957","248.78837004034892","-0.59504991739819091","5476","0.14896203354018145","0.16800000000000001","11.152257279861262","0"
"linear","0.01","0.16900000000000001","0.0010084598536016201","0.01658322962350834","0.96536104500663222","249.21640372218377","-0.59523602717593938","5476","0.14968824434242139","0.16900000000000001","11.129292490647174","0"
"linear","0.01","0.17000000000000001","0.0010087398499052209","0.016589638772970858","0.96525601922984983","249.60034473036384","-0.5953719392089768","5476","0.1504130156612388","0.17000000000000001","11.105964250911864","0"
"linear","0.01","0.17100000000000001","0.0010089993579381416","0.016596624526860216","0.96509794620263123","249.95671751155672","-0.59564003337972038","5476","0.15113699266254194","0.17100000000000001","11.082327442397858","0"
"linear","0.01","0.17199999999999999","0.0010091899462630111","0.016603666462347899","0.96487084807206924","250.21876814000777","-0.59595708133115","5476","0.15186016080638812","0.17199999999999999","11.058439205600354","0"
"linear","0.01","0.17299999999999999","0.0010093732474953342","0.016610698683935173","0.96463754248835776","250.4710574722564","-0.59628895471978671","5476","0.15258163934930249","0.17299999999999999","11.034280504426908","0"
"linear","0.01","0.17399999999999999","0.001009551129261706","0.01661785516513967","0.96439204600870543","250.71612987965023","-0.59662584371175131","5476","0.153302174020955","0.17399999999999999","11.009793470486528","0"
"linear","0.01","0.17499999999999999","0.0010097387848938175","0.016625050262112109","0.96415385403815979","250.9749268863406","-0.59696080283903985","5476","0.1540214205116579","0.17499999999999999","10.98502924740176","0"
"linear","0.01","0.17599999999999999","0.0010098214086527724","0.016632319804678393","0.9638113073556881","251.08895815813364","-0.59730829096273041","5476","0.1547397482595648","0.17599999999999999","10.960046733873272","0"
"linear","0.01","0.17699999999999999","0.0010098365367351252","0.016639248388439824","0.96342440907995908","251.10984242007734","-0.59779336622334667","5476","0.1554567298898388","0.17699999999999999","10.93487830922532","0"
"linear","0.01","0.17799999999999999","0.0010098272616671134","0.016646041696190779","0.96302238703964971","251.09703801767029","-0.59829814405433823","5476","0.15617282754544218","0.17799999999999999","10.909499379202254","0"
"linear","0.01","0.17899999999999999","0.0010098980172200457","0.016652827365160074","0.96269742471174025","251.1947338078057","-0.59880262106347215","5476","0.15688792009484359","0.17899999999999999","10.883963016037345","0"
"linear","0.01","0.17999999999999999","0.001009989323036108","0.016659891442958617","0.96237622606362094","251.32086034479244","-0.59936508524062682","5476","0.15760234793191755","0.17999999999999999","10.858239135103927","0"
"linear","0.01","0.18099999999999999","0.0010099635815948062","0.016667220923991418","0.96192849989248419","251.28529566952784","-0.59996334336972645","5476","0.15831604427334489","0.18099999999999999","10.832314049207174","0"
"linear","0.01","0.182","0.0010099166679253114","0.016674625627237392","0.96145667361722831","251.22049208958884","-0.600569951035136","5476","0.15902918378101707","0.182","10.806228364265094","0"
"linear","0.01","0.183","0.0010099263449863331","0.016682015855038711","0.96103995148255206","251.23385800766263","-0.60119807190500518","5476","0.15974162067759159","0.183","10.779959463416636","0"
"linear","0.01","0.184","0.0010100338412813764","0.01668958956411512","0.96070607950801012","251.38237910461086","-0.6018560796813095","5476","0.16045358362762249","0.184","10.753518257047542","0"
"linear","0.01","0.185","0.0010101851651882381","0.016697195125778958","0.96041234653419472","251.59160236529354","-0.60257952586811259","5476","0.16116495898016783","0.185","10.726935661789858","0"
"linear","0.01","0.186","0.0010102003415182101","0.016704871349814996","0.95998543971042383","251.61259500994157","-0.6033335781587188","5476","0.1618760286897504","0.186","10.700297259610199","0"
